"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices"
"ToyotaCorollaGX1.8Auto-NZNew2008";"2008";155300;" Hatchback";" 1798cc petrol engine";" automatic";8990
"ToyotaIpsum7SeatsNodepositFinance2004";"2004";97000;" Station Wagon";" 2400cc petrol engine";" automatic";8999
"ToyotaYaris2007";"2007";63462;" Hatchback";" 1496cc petrol engine";" automatic";6500
"ToyotaHighlanderLimitedZr2016";"2016";1147;" RV/SUV";" 3456cc petrol engine";" automatic";75000
"ToyotaVitz2001";"2001";47000;" Hatchback";" 997cc petrol engine";" automatic";4500
"ToyotaAlphard3.0V6MXL*8seats*2007";"2007";140000;" Van";" 3000cc petrol engine";" automatic";13950
"ToyotaWishNewModelLowKm2009";"2009";54000;" Station Wagon";" 1790cc petrol engine";" automatic";14990
"ToyotaHiluxTDD/C2WD2005";"2005";271000;" Ute";" 2982cc diesel engine";" manual";17500
"ToyotaHighlanderGXL3.52015";"2015";18155;" RV/SUV";" 3456cc petrol engine";" automatic";44995
"ToyotaHiluxSR54WDTDDC2.2015";"2015";17500;" Ute";" 2755cc diesel engine";" manual";69990
"ToyotaEstimaAeras3.5LV6NoDepositFin...2006";"2006";110800;" Station Wagon";" 3450cc petrol engine";" automatic";12890
"ToyotaPriusNEWSHAPE1800CCLOWKMS2010";"2010";65000;" Sedan";" 1800cc hybrid engine";" automatic";14990
"ToyotaBlade2.4L9AirbagsONLY56000KM2008";"2008";56000;" Hatchback";" 2400cc petrol engine";" tiptronic";11500
"ToyotaCamryAtaraS2012";"2012";55879;" Sedan";" 2494cc petrol engine";" automatic";19995
"ToyotaEstima2.4Aeras4WD7seats2004";"2004";135500;" Van";" 2400cc petrol engine";" automatic";7950
"ToyotaMark-X250G2008";"2008";61000;" Sedan";" 2500cc petrol engine";" automatic";11899
"ToyotaCoronaGsx1996";"1996";286197;" Hatchback";" 1998cc petrol engine";" manual";1500
"ToyotaWishSUPERLOWKM`S2005";"2005";35823;" Van";" 1790cc petrol engine";" automatic";7495
"ToyotaVellfire350ZExecutiveLoungeNo...2015";"2015";2000;" Van";" 3450cc petrol engine";" automatic";85990
"ToyotaHighlanderGxl2015";"2015";NA;" 3456cc petrol engine";" automatic";NA;50000
"ToyotaRAV4Ltd2013";"2013";72400;" RV/SUV";" 2362cc petrol engine";" automatic";21250
"ToyotaLandCruiserPrado5d3.0Diesel2012";"2012";63000;" RV/SUV";" 3000cc diesel engine";" automatic";46900
"ToyotaLandCruiserPradoV6VxNZNEW2004";"2004";72448;" RV/SUV";" 3956cc petrol engine";" automatic";27995
"ToyotaCorollaXl2001";"2001";151190;" Hatchback";" 1587cc petrol engine";" automatic";3500
"ToyotaHiace3LDieselTurbo2008";"2008";223000;" Van";" 3000cc diesel engine";" automatic";18750
"ToyotaHilux3.0TD2WDDC5M2009";"2009";294500;" Ute";" 3000cc diesel engine";" manual";18900
"ToyotaMark-X250GSPkg2005";"2005";108500;" Sedan";" 2500cc petrol engine";" automatic";9450
"ToyotaCorolla1991";"1991";209678;" Hatchback";" petrol engine";" automatic";1.001
"ToyotaHiace3.0TD*9seats*LowKMs1996";"1996";68500;" Van";" 3000cc diesel engine";" automatic";14950
"ToyotaHiace2008";"2008";119000;" Van";" 2980cc diesel engine";" automatic";29999
"ToyotaLandCruiser80seriesVXLtd4.51994";"1994";171500;" RV/SUV";" 4500cc petrol engine";" automatic";16450
"ToyotaNoahVoxy2.04WD*8seats*2005";"2005";121500;" Van";" 2000cc petrol engine";" automatic";7450
"ToyotaCorollaFielder2010";"2010";87784;" Station Wagon";" 1500cc";" automatic";11995
"ToyotaHighlanderLtdLimitedWgn52008";"2008";125207;" RV/SUV";" 3456cc petrol engine";" automatic";24999
"ToyotaRAV4GxlSuv2014";"2014";63400;" RV/SUV";" 2494cc petrol engine";" automatic";29800
"ToyotaAuris**PushStart**GPSRevCamera**2008";"2008";62000;" Hatchback";" 1500cc petrol engine";" automatic";9995
"ToyotaSienta1.5LVVT-i7Seaters2008";"2008";110000;" Hatchback";" 1500cc petrol engine";" automatic";7950
"ToyotaIsis!7SeaterFamilymover!!2005";"2005";95699;" Station Wagon";" 1800cc petrol engine";" automatic";6700
"ToyotaHiaceTZl2012";"2012";89179;" Van";" 2982cc diesel engine";" automatic";31500
"ToyotaRush!!36000KmOnlySmartKey!!2006";"2006";36493;" RV/SUV";" 1500cc petrol engine";" automatic";12950
"ToyotaVitz1.3Auto2008";"2008";70858;" Hatchback";" 1296cc petrol engine";" automatic";11190
"ToyotaPriusLatemodelW2011";"2011";82800;" Hatchback";" 1500cc petrol engine";" automatic";10900
"ToyotaPriusEX,Low,Low,K's2011";"2011";21000;" Hatchback";" 1500cc hybrid engine";" automatic";13650
"ToyotaEstima2.4Aeras4WD*8seats*2004";"2004";110000;" Van";" 2400cc petrol engine";" automatic";8950
"ToyotaAlphardV63.0VMS2007";"2007";136000;" Station Wagon";" 3000cc petrol engine";" automatic";12999
"ToyotaEstimaAeras3.5LV6NoDepositFin...2007";"2007";92000;" Station Wagon";" 3450cc petrol engine";" automatic";13990
"ToyotaIst-from$36.78weekly-Penrose...2005";"2005";61000;" Hatchback";" 1300cc petrol engine";" automatic";6479
"ToyotaStarlet1996";"1996";145837;" Hatchback";" 1331cc petrol engine";NA;2400
"ToyotaHilux3.0TURBODIESEL##2WD##662011";"2011";93663;" Ute";" 2982cc diesel engine";" manual";28990
"ToyotaAltezzaSw2001";"2001";87907;" Sedan";" 2990cc petrol engine";NA;8499
"ToyotaVitz1.5LiLLEditionTopSpec68K2009";"2009";68000;" Hatchback";" 1500cc petrol engine";" automatic";9950
"ToyotaCorollaFielderonly24320kmsNod...2005";"2005";24320;" Station Wagon";" 1794cc petrol engine";" automatic";11999
"ToyotaEstimaL;T2000";"2000";125699;" RV/SUV";" 2994cc petrol engine";" automatic";8500
"ToyotaCaldina2.04WD2003";"2003";182000;" Station Wagon";" 2000cc petrol engine";" automatic";6200
"ToyotaIsis2004";"2004";105358;" RV/SUV";" petrol engine";" automatic";4500
"ToyotaVitz2007";"2007";76180;" Hatchback";" 1300cc petrol engine";" automatic";5750
"ToyotaEstima-from$48.01weekly-Waira...2006";"2006";121671;" Van";" 2400cc petrol engine";" automatic";8979
"ToyotaVanguard2007";"2007";107604;" RV/SUV";" 2490cc petrol engine";" automatic";19990
"ToyotaIst-from$36.78weekly-Hamilton...2004";"2004";77354;" Hatchback";" 1300cc petrol engine";" automatic";6479
"ToyotaVitzRSManual2007";"2007";79450;" Hatchback";" 1500cc";" manual";9995
"ToyotaWishAAAPPRAISEDALLOYS2005";"2005";92900;" Station Wagon";" 1800cc petrol engine";" automatic";6800
"ToyotaRaumLOWKMSPOWERDOOR2005";"2005";52000;" Hatchback";" 1500cc petrol engine";" automatic";6490
"Toyota86RC2013";"2013";10000;" Coupe";" 2000cc petrol engine";" manual";2600079
"ToyotaWiLLCypha2004";"2004";68629;" Hatchback";" 1298cc petrol engine";" automatic";3800
"ToyotaCoronaRT841972";"1972";14600;" Sedan";" 1800cc petrol engine";" manual";251156
"ToyotaCamry**Electricseats**2005";"2005";112800;" Sedan";" 2360cc petrol engine";" automatic";5300
"ToyotaVitzRS2010";"2010";67000;" Hatchback";" 1300cc petrol engine";" automatic";9990
"ToyotaAllionSedanOnlyDone43KsRevers...2006";"2006";43000;" Sedan";" 1500cc petrol engine";" automatic";7494
"ToyotaCrown-from$52.50weekly-Botany...2004";"2004";110630;" Sedan";" 4300cc petrol engine";" tiptronic";9979
"ToyotaIpsumSUPERLOWKMS2004";"2004";36000;" Van";" 2400cc petrol engine";" automatic";8990
"ToyotaRAV4GXLAWD2.5PPetrolSUV/56AT...2013";"2013";76745;" Station Wagon";" 2494cc petrol engine";" automatic";29995
"ToyotaPriusALPHAG'sEditionBrandNew20162016";"2016";NA;" 1800cc hybrid engine";" automatic";NA;61800
"ToyotaCorolla-from$36.78weekly-New...2004";"2004";56524;" Hatchback";" 1500cc petrol engine";" automatic";6479
"ToyotaHilux4WDSINGLECABFLATDECK2003";"2003";191590;" Ute";" 3000cc diesel engine";" manual";22990
"ToyotaCrownROYALSALOON3.0LV6FULLSPEC2004";"2004";106260;" Sedan";" 3000cc petrol engine";" automatic";8490
"ToyotaEstimaAERAS3.5V6FACELIFT8STR2009";"2009";105660;" Van";" 3500cc petrol engine";" automatic";20980
"ToyotaOpa1.8L2004";"2004";66322;" Station Wagon";" 1800cc petrol engine";" automatic";6998
"ToyotaYarisYrLOWKMSNZNEWFULLSERVIC...2012";"2012";47900;" Hatchback";" 1300cc petrol engine";" automatic";10300
"ToyotaPriusLOW47KMSPEARLSPECIAL!!!2011";"2011";47500;" Hatchback";" 1500cc petrol engine";" automatic";12980
"ToyotaVitz2005";"2005";63770;" Hatchback";" 1300cc petrol engine";" automatic";5450
"ToyotaCaldina1800CCWITHALLOYS2005";"2005";57000;" Station Wagon";" 1794cc petrol engine";" automatic";8750
"ToyotaCaldina2.0LZT2005";"2005";84000;" Station Wagon";" 1998cc petrol engine";" automatic";10999
"ToyotaRAV4GCRUISECONTROLKEYLESSALLOY...2006";"2006";54000;" RV/SUV";" 2400cc petrol engine";" automatic";14990
"ToyotaEstimaAerasPremium7Seater.Bla...2005";"2005";161135;" Van";" 2400cc petrol engine";" automatic";8995
"ToyotaFielderWagon5SpeedManual2006";"2006";93000;" Station Wagon";" 1500cc petrol engine";" manual";8494
"ToyotaCamryGl1998";"1998";263225;" Sedan";" 3000cc petrol engine";" automatic";15001
"ToyotaAuris2006";"2006";52820;" Hatchback";" 1797cc petrol engine";" automatic";8000
"ToyotaRAV42.0GXLAuto2016";"2016";3300;" RV/SUV";" 1986cc petrol engine";" automatic";38990
"ToyotaYaris1.5SXAuto2016";"2016";1600;" Hatchback";" 1497cc petrol engine";" automatic";21990
"ToyotaYaris1.3GXAuto2016";"2016";3700;" Hatchback";" 1299cc petrol engine";" automatic";19890
"ToyotaFortuner2.8GX4WD2016";"2016";1000;" RV/SUV";" 2755cc diesel engine";" automatic";53990
"ToyotaCorolla1.8GXRAuto2016";"2016";1500;" Hatchback";" 1798cc petrol engine";" automatic";28990
"ToyotaMark-X250GSPkg*LowKMs*2004";"2004";60500;" Sedan";" 2500cc petrol engine";" automatic";9750
"ToyotaHiace3.0TDSuperCustom8seats1993";"1993";78750;" Van";" 3000cc diesel engine";" automatic";12950
"ToyotaCamry2400GGREATCONDITIONXPECIA...2006";"2006";43180;" Sedan";" 2400cc petrol engine";" automatic";10200
"ToyotaRunx4Grade,AeroBodykit,Non-CVT2005";"2005";102000;" Hatchback";" 1500cc petrol engine";" automatic";6499
"ToyotaPrevia2011";"2011";122000;" RV/SUV";" 2362cc petrol engine";" automatic";13000
"ToyotaCorollaGlx1.8P/Cvt/Sl/4Dr/2015";"2015";45458;" Sedan";" petrol engine";" automatic";23990
"ToyotaHiace-from$70.46weekly-Penros...2008";"2008";113362;" Van";" 2000cc petrol engine";" automatic";13979
"ToyotaIstcorollayaris2002";"2002";194000;" Hatchback";" 1298cc petrol engine";" automatic";3995
"ToyotaRAV42006";"2006";138000;" RV/SUV";" 2362cc petrol engine";" automatic";12000
"ToyotaCaldina1.8Z-S*LowKMs*2005";"2005";60500;" Station Wagon";" 1800cc petrol engine";" automatic";10250
"ToyotaRAV42.5GXLAWD2015";"2015";51028;" RV/SUV";" 2494cc petrol engine";" tiptronic";35990
"ToyotaRactis2010";"2010";104000;" Hatchback";" 1499cc petrol engine";" automatic";7500
"ToyotaRAV42.5GXLAWD2015";"2015";51978;" RV/SUV";" 2494cc petrol engine";" tiptronic";35990
"ToyotaPriusHybrid1.5AutoHatch2006";"2006";103800;" Hatchback";" 1497cc hybrid";" petrol engine";10990
"ToyotaCorolla1.8GXAutoHatch2015";"2015";26928;" Hatchback";" 1798cc petrol engine";" tiptronic";24990
"ToyotaMark-X250GSPkg2006";"2006";142000;" Sedan";" 2500cc petrol engine";" automatic";10300
"ToyotaWishSPECIAL1.8XHIDSELECTION2009";"2009";86000;" Van";" 1800cc petrol engine";" automatic";11990
"ToyotaHighlander3.5GXL4WD2014";"2014";46690;" RV/SUV";" 3456cc petrol engine";" automatic";49990
"ToyotaTownaceLiteace1.5DX*5seats*2012";"2012";82500;" Van";" 1500cc petrol engine";" automatic";12450
"ToyotaRAV42.44WDAuto2010";"2010";117900;" RV/SUV";" 2362cc petrol engine";" automatic";18990
"ToyotaHiace3.0TDSuperCustom8seats1994";"1994";164500;" Van";" 3000cc diesel engine";" automatic";10950
"ToyotaAvensisLILOWKMSPOWERLEATHERSE...2008";"2008";46000;" Sedan";" 2400cc petrol engine";" automatic";9990
"ToyotaHiaceToyoace1995";"1995";240815;" Ute";" 2779cc diesel engine";" manual";6000
"ToyotaCorolla1988";"1988";247420;" Hatchback";" 1587cc petrol engine";" manual";1.502
"ToyotaLandCruiserPradoLandcruiser1997";"1997";108550;" Station Wagon";" 3378cc petrol engine";" automatic";18000
"ToyotaIst2004";"2004";45000;" Hatchback";" 1298cc petrol engine";" automatic";6100
"ToyotaLandCruiser80series4.5petrolV...1994";"1994";165000;" RV/SUV";" 4500cc petrol engine";" automatic";16450
"ToyotaIpsum2004";"2004";119037;" Station Wagon";" 2362cc petrol engine";" automatic";1.502
"ToyotaTownaceLiteace1.5DX2011";"2011";106500;" Van";" 1500cc petrol engine";" manual";10950
"ToyotaHilux3.0LTURBODIESEL2WD#RARE...2011";"2011";134474;" Ute";" 2982cc diesel engine";" manual";23990
"ToyotaVanguardTOPSPEC240SGPackage-2011";"2011";85908;" RV/SUV";" 2400cc petrol engine";" tiptronic";22500
"ToyotaHiaceDX3.0DIESELTURBOLWB2011";"2011";188565;" Van";" 3000cc diesel engine";" automatic";19980
"ToyotaAlphard3.0MS4WD*7seats*2007";"2007";143500;" Van";" 3000cc petrol engine";" automatic";15450
"ToyotaIstLOW-KMs,BODYKIT2005";"2005";69100;" Hatchback";" 1300cc petrol engine";" automatic";5880
"ToyotaCavalier1996";"1996";179788;" Sedan";" 2392cc petrol engine";" automatic";1
"ToyotaMarkXZio2.4L7seats2008";"2008";122300;" Station Wagon";" 2400cc petrol engine";" automatic";8950
"ToyotaHiluxTdD/C2005";"2005";309000;" Ute";" 2982cc diesel engine";" manual";11000
"ToyotaHighlander2009";"2009";71170;" RV/SUV";" 3456cc petrol engine";" automatic";22500
"ToyotaCorolla1.8GXAutoHatch2015";"2015";16288;" Hatchback";" 1798cc petrol engine";" tiptronic";25990
"ToyotaHiaceDXLONGVAN_5DOORS2007";"2007";143000;" Van";" 2000cc petrol engine";" automatic";14998
"ToyotaHighlander4WD3.5LV6NZNEW2011";"2011";96490;" Station Wagon";" 3456cc petrol engine";" automatic";29995
"ToyotaRAV42.5GXL4WD2016";"2016";16531;" RV/SUV";" 2494cc petrol engine";" automatic";39990
"ToyotaAllionA15ReversingCam,Keyless,...2008";"2008";67915;" Sedan";" 1500cc petrol engine";" automatic";10489
"ToyotaIst1.3FLEconomicHatch2006";"2006";53018;" Hatchback";" 1300cc petrol engine";" automatic";7240
"ToyotaVitzRSFaceliftNiceandTidyCond...2008";"2008";50069;" Hatchback";" 1300cc petrol engine";" automatic";8989
"ToyotaAquaG'sEditionNEWONLY189kms2015";"2015";NA;" 1500cc hybrid engine";" tiptronic";NA;42800
"ToyotaPriusNewShape$89PW2011";"2011";108000;" Hatchback";" 1800cc petrol engine";" automatic";12995
"ToyotaHilux3.0TD##4WDSR5##STUNNER!2007";"2007";160694;" Ute";" 2982cc diesel engine";" automatic";30990
"ToyotaRAV42.5GXLAWD2015";"2015";51028;" RV/SUV";" 2494cc petrol engine";" tiptronic";35990
"ToyotaRAV42.5GXLAWD2013";"2013";89109;" RV/SUV";" 2494cc petrol engine";" automatic";28990
"ToyotaCamryG2006";"2006";65710;" Sedan";" 2400cc petrol engine";" automatic";9988
"ToyotaCorollaRunx**LowKms**from$49w...2005";"2005";42945;" Hatchback";" 1496cc petrol engine";" automatic";7250
"ToyotaAuris1.8LSPACKAGEHATCH2007";"2007";54192;" Hatchback";" 1800cc petrol engine";" automatic";13990
"ToyotaPriusPHVPLUG-INHYBRIDASNEW2014";"2014";NA;" 1800cc hybrid engine";" automatic";NA;37990
"ToyotaVitz6AirbagsFaceliftLowKms2010";"2010";38070;" Hatchback";" 1300cc petrol engine";" automatic";8350
"ToyotaRAV4L1995";"1995";217206;" RV/SUV";" 1998cc petrol engine";" automatic";3400
"ToyotaCorollaRunx2004";"2004";136019;" Hatchback";" 1496cc petrol engine";" automatic";6200
"ToyotaCaldina1.8Lvvtimintnewshape2005";"2005";54770;" Station Wagon";" 1800cc petrol engine";" automatic";9500
"ToyotaWish1800ccSPORTS2004";"2004";76140;" Station Wagon";" 1800cc petrol engine";" automatic";6800
"ToyotaLandCruiserVXLimited1993";"1993";78080;" RV/SUV";" 4470cc petrol engine";" automatic";28000
"ToyotaCorollaFielder2014";"2014";63524;" Station Wagon";" 1490cc petrol engine";" automatic";17990
"ToyotaHilux3.0TD4WDSR5DCU4A2007";"2007";262234;" Ute";" 3000cc diesel engine";" automatic";22990
"ToyotaWish1800ccSPORTS2004";"2004";69800;" Station Wagon";" 1800cc petrol engine";" automatic";6995
"ToyotaWishBLACKCOLOUR2006";"2006";73449;" Van";" 1794cc petrol engine";" automatic";7995
"ToyotaFJCruiser4.0LV64WDNZNEW1OWNER2011";"2011";129292;" RV/SUV";" 4000cc petrol engine";" automatic";35995
"ToyotaBladeMaster*LowKms*2007";"2007";32000;" Hatchback";" 3500cc petrol engine";" automatic";15985
"ToyotaLandCruiserPradoGX3.0Td5A9.95...2015";"2015";44219;" RV/SUV";" 2982cc diesel engine";" automatic";54995
"ToyotaCorollaGx2010";"2010";139315;" Hatchback";" 1798cc petrol engine";" manual";65102
"ToyotaCorollaGX2009";"2009";220580;" Sedan";" 1800cc petrol engine";" automatic";5995
"ToyotaLandCruiserPradoGX3.0Td9.95%p...2015";"2015";47252;" RV/SUV";" 2982cc diesel engine";" automatic";54995
"ToyotaYarisGx1.3P/4At9.95%p.a*Financ...2015";"2015";27878;" Hatchback";" 1299cc petrol engine";" automatic";17995
"ToyotaYarisGx1.3P/4At9.95%p.a*Financ...2015";"2015";18217;" Hatchback";" 1299cc petrol engine";" automatic";17995
"ToyotaHiluxSR54Wd3.0TdDc4A9.95%p.a...2013";"2013";29871;" Ute";" 2982cc diesel engine";" automatic";43995
"ToyotaCorollaGX1.8PHatch9.95%p.a*Fi...2015";"2015";19792;" Hatchback";" 1798cc petrol engine";" automatic";23495
"ToyotaAllionA18GPackage2005";"2005";28175;" Sedan";" 1800cc petrol engine";" automatic";7240
"ToyotaPriusLNEWSHAPE1800CC2011";"2011";70000;" Sedan";" 1800cc hybrid engine";" automatic";14990
"ToyotaLandCruiserPradoTRv2008";"2008";264272;" RV/SUV";" 2982cc diesel engine";" automatic";22000
"ToyotaAurisCOROLLAHATCHBACKLOW82KMSP...2007";"2007";82500;" Hatchback";" 1500cc petrol engine";" automatic";9980
"ToyotaAlphardASPREMIUMLOW75KMFULLOP...2005";"2005";75500;" Van";" 2400cc petrol engine";" automatic";13480
"ToyotaKluger-from$52.50weekly-Penro...2004";"2004";98600;" RV/SUV";" 2400cc petrol engine";" automatic";9979
"ToyotaVitz*1500cc*from$47.15weekly**Lo...2005";"2005";35419;" Hatchback";" 1496cc petrol engine";" automatic";6750
"ToyotaHiace5Door5Speed2006";"2006";143500;" Van";" 1998cc petrol engine";" manual";17850
"ToyotaHarrier300GPREMIUMLPACKAGE2004";"2004";88532;" RV/SUV";" 3000cc petrol engine";" automatic";14995
"ToyotaAurionAT-XFWD3.5PSedan/46A(GS...2012";"2012";51601;" Sedan";" 3456cc petrol engine";" automatic";21995
"ToyotaEstima2006";"2006";75219;" RV/SUV";" 3456cc petrol engine";" automatic";16750
"ToyotaRush2WD2007Red1.5LitreEco...2007";"2007";82631;" RV/SUV";" 1500cc petrol engine";" automatic";11980
"ToyotaCaldina2006";"2006";141000;" Station Wagon";" 1790cc petrol engine";" automatic";7000
"ToyotaCorollaGx2008";"2008";157226;" Hatchback";" 1798cc petrol engine";" automatic";7900
"ToyotaCorollaSDauto1994";"1994";63084;" Sedan";" 1600cc petrol engine";" automatic";3500
"ToyotaYarisTr2009";"2009";50311;" Hatchback";" 1364cc diesel engine";" manual";4000
"ToyotaHiaceDIESEL2012";"2012";194201;" Van";" 3000cc diesel engine";" automatic";23990
"ToyotaRAV4NEWSHAPELOWKM2007";"2007";41326;" RV/SUV";" 2400cc petrol engine";" automatic";15470
"ToyotaCorollaXL1.35DRH/BMANUAL1993";"1993";245563;" Hatchback";" 1295cc petrol engine";" manual";1900
"ToyotaCaldina1.8LAlloywheels,ReverseC...2005";"2005";77998;" Station Wagon";" 1790cc petrol engine";" automatic";9350
"ToyotaHiaceDXLONGHIGHROOF2006";"2006";195000;" Van";" 2000cc petrol engine";" automatic";14998
"ToyotaLandCruiserVxLimited1998";"1998";357716;" Station Wagon";" 4169cc diesel engine";" automatic";21000
"ToyotaCorollaTE71Liftback1982";"1982";124652;" Coupe";" 1600cc petrol engine";" manual";15102
"ToyotaHiaceSUPERGL2007";"2007";161973;" Van";" 2000cc";" automatic";17995
"ToyotaLandCruiserPradoSR53.4LPetrol...1999";"1999";241031;" RV/SUV";" 3400cc petrol engine";" automatic";9990
"ToyotaHiluxD/CAB*67KMS*(NZNEW)2010";"2010";67017;" Ute";" 3000cc diesel engine";" manual";26950
"ToyotaCorolla2006";"2006";84790;" Sedan";" 1500cc petrol engine";" automatic";6850
"ToyotaCaldina1.8LVVTIMINTLOWMILEAGE2004";"2004";49340;" Station Wagon";" 1800cc petrol engine";" automatic";9200
"ToyotaPriusSHYBRIDREV.CAMERA2009";"2009";101303;" Hatchback";" 1500cc hybrid engine";" automatic";9490
"ToyotaBlade2.42007";"2007";29926;" Hatchback";" 2362cc petrol engine";" automatic";13990
"ToyotaAllionLOWKMS,AACERTIFIEDKMS2005";"2005";55000;" Sedan";" 1790cc petrol engine";" automatic";7499
"ToyotaCorollaXLHatch1999";"1999";202000;" Hatchback";" 1600cc petrol engine";" manual";1800
"ToyotaIst2003";"2003";130733;" Hatchback";" 1298cc petrol engine";" automatic";5300
"ToyotaAuris1.5LMPACKAGEHATCH2007";"2007";79967;" Hatchback";" 1497cc petrol engine";" automatic";13990
"ToyotaIpsum2003";"2003";218306;" Station Wagon";" 2362cc petrol engine";" automatic";3495
"ToyotaHilux3.0TD2WDDC5M2010";"2010";121113;" Ute";" 3000cc diesel engine";" manual";21990
"ToyotaRush***JUSTARRIVEDONEYEARWARRA...2006";"2006";90000;" RV/SUV";" 1500cc petrol engine";" automatic";10699
"ToyotaRAV42005";"2005";18407;" RV/SUV";" 2000cc petrol engine";" automatic";15990
